RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
1,1,4,-2244.6287080254697,5,1.0,1,1,,21.0,2,4.0
1,2,3,28053.13404578097,12,,1,1,6.0,14.0,2,4.0
1,2,2,102437.89439897332,36,,1,1,,18.0,2,4.0
9,2,3,26516.83236989022,48,,1,1,1.0,19.0,2,4.0
9,2,4,-8500.0,17,,1,1,6.0,9.0,2,4.0
1,2,3,,12,,1,1,1.0,21.0,2,4.0
1,1,4,60465.0188256774,26,,1,1,1.0,22.0,2,4.0
2,2,3,,24,1.0,1,1,6.0,18.0,2,4.0
1,1,4,36573.24815033866,17,,1,1,6.0,19.0,2,4.0
1,2,3,,37,2.0,1,1,1.0,16.0,2,4.0
1,2,2,-8500.0,21,1.0,1,1,1.0,16.0,1,4.0
1,1,9,,37,,1,1,6.0,22.0,2,4.0
1,1,3,-8500.0,18,,1,1,,17.0,2,2.0
1,1,4,118384.368992162,39,,1,1,6.0,21.0,2,4.0
1,1,4,-3341.110921869098,4,1.0,1,1,1.0,2.0,2,4.0
1,1,3,128971.9205873521,42,,1,1,,,2,4.0
1,1,1,,4,,1,1,6.0,20.0,2,
1,2,4,38806.344350907944,13,,1,1,6.0,4.0,2,4.0
1,2,9,,17,,1,1,1.0,4.0,2,
1,1,4,84689.99036984483,20,,1,1,1.0,4.0,2,2.0
2,1,1,,34,1.0,1,2,6.0,20.0,2,4.0
1,2,3,61746.69601171797,17,1.0,1,1,1.0,22.0,2,
9,1,9,39034.643686678784,6,,1,1,6.0,23.0,1,4.0
1,2,4,-8500.0,55,,1,1,5.0,13.0,2,
2,2,4,7729.777330470672,36,4.0,1,1,1.0,21.0,2,4.0
1,2,3,-8500.0,6,,1,1,4.0,17.0,2,4.0
1,1,4,,36,,2,1,,20.0,2,4.0
1,2,2,-8500.0,34,1.0,1,1,6.0,19.0,2,4.0
1,1,2,74302.51863062494,34,1.0,1,1,6.0,9.0,2,4.0
1,1,4,136597.7998473539,29,1.0,1,1,6.0,21.0,1,4.0
1,1,3,49905.667578207656,48,8.0,1,1,6.0,19.0,2,4.0
1,2,3,17989.028680018317,12,1.0,1,1,6.0,16.0,2,4.0
1,1,1,149402.46450487198,26,1.0,1,1,,18.0,1,
1,2,3,,41,1.0,1,1,1.0,16.0,2,4.0
1,1,4,-8500.0,9,9.0,1,1,6.0,21.0,2,4.0
1,2,3,65523.11897636624,25,1.0,1,1,1.0,16.0,2,4.0
1,1,3,10540.612276423824,13,,1,1,1.0,8.0,2,4.0
1,1,2,115666.7547744617,6,,1,1,4.0,15.0,1,1.0
1,1,3,124630.34665961264,1,,1,1,,20.0,2,4.0
1,2,2,-8500.0,21,1.0,1,1,4.0,22.0,2,4.0
1,2,4,186095.5032406236,37,1.0,1,1,1.0,4.0,2,
1,2,2,,18,,1,1,6.0,16.0,2,4.0
8,2,2,212024.54166863963,13,8.0,1,1,,22.0,2,4.0
1,1,1,103479.23196148471,36,,1,1,1.0,4.0,2,4.0
1,2,2,,51,2.0,3,1,1.0,20.0,2,4.0
2,2,3,,42,,1,1,,23.0,2,4.0
9,1,3,,13,8.0,4,1,1.0,17.0,2,4.0
1,2,4,73606.56111479906,39,1.0,1,1,1.0,16.0,2,4.0
2,1,3,54937.537320458854,39,1.0,1,1,,21.0,2,4.0
2,1,2,3967.0246866974194,36,,4,1,4.0,4.0,2,4.0
1,2,4,-8500.0,51,,1,1,6.0,16.0,2,
1,2,3,39586.78603713201,18,,1,1,1.0,22.0,2,4.0
2,1,3,121404.14011151736,18,1.0,1,1,,22.0,2,4.0
1,1,3,57180.20168384841,56,,1,1,6.0,18.0,2,1.0
1,2,1,8947.802746025525,12,2.0,3,2,1.0,,2,4.0
9,2,1,,19,,1,1,4.0,14.0,2,4.0
1,2,4,11113.77104148054,20,,1,1,,19.0,2,4.0
1,2,4,,56,,1,1,6.0,7.0,2,
1,1,3,,42,,1,1,1.0,2.0,2,4.0
9,2,4,102769.31002445487,17,1.0,1,1,,20.0,2,
1,1,2,,1,1.0,1,1,,19.0,2,4.0
1,1,4,11211.875605990637,34,,1,1,,,2,4.0
1,2,3,-8500.0,37,,1,1,6.0,,2,
1,1,4,160448.80622670453,47,8.0,1,1,1.0,19.0,2,4.0
1,2,3,91800.59980036865,25,2.0,1,1,6.0,22.0,2,
1,1,3,97043.68646773687,13,1.0,1,1,1.0,16.0,2,
1,2,4,59696.394386147556,50,,1,1,6.0,22.0,2,4.0
1,1,4,-8500.0,56,1.0,1,1,,16.0,2,4.0
1,2,1,82236.92390683487,49,1.0,1,1,1.0,21.0,2,4.0
1,2,9,-8500.0,17,,1,1,,7.0,2,
2,1,4,59000.00089307676,42,1.0,1,1,6.0,4.0,2,4.0
1,2,3,64730.56678463156,26,,1,1,,4.0,2,4.0
9,1,3,,22,,1,1,1.0,1.0,2,4.0
9,2,4,1974.037252437738,34,1.0,1,1,,16.0,2,4.0
1,2,3,129600.3489565819,24,1.0,1,1,,22.0,2,4.0
2,1,3,,6,1.0,1,1,1.0,17.0,2,4.0
6,1,1,58346.257898940145,48,,1,1,5.0,22.0,2,
1,1,3,66712.29678676066,42,4.0,1,1,1.0,18.0,2,
2,2,3,-8500.0,29,,1,1,,14.0,2,4.0
1,2,4,-4857.148540306676,37,,4,1,,20.0,2,4.0
9,2,1,,17,,1,1,2.0,18.0,2,4.0
2,2,4,109678.57926016992,51,1.0,1,1,6.0,20.0,2,
9,2,3,54766.730234426665,25,1.0,1,1,5.0,22.0,2,4.0
1,2,2,,51,1.0,5,1,1.0,19.0,2,4.0
6,2,3,172450.08932773123,36,,1,1,4.0,,2,4.0
1,2,1,9503.245927287899,36,,1,1,1.0,19.0,2,4.0
1,1,9,134376.3038254576,12,,1,1,6.0,15.0,2,
6,1,2,23402.505388733098,12,1.0,1,1,6.0,17.0,2,
1,2,3,-8500.0,48,8.0,1,1,1.0,20.0,2,4.0
1,1,4,,13,1.0,1,1,6.0,16.0,2,4.0
9,1,4,,26,1.0,1,1,6.0,16.0,2,4.0
1,1,3,103915.32195612874,41,1.0,1,1,6.0,15.0,2,4.0
1,2,4,68573.83934225929,36,8.0,1,1,1.0,22.0,2,4.0
1,1,4,95214.82028384745,56,2.0,1,1,1.0,1.0,2,4.0
1,2,4,161731.09707741177,34,,1,1,4.0,19.0,2,4.0
1,1,4,40733.679190971736,29,,1,1,1.0,15.0,2,4.0
1,2,4,-8500.0,42,1.0,1,1,1.0,20.0,2,4.0
1,2,2,43754.010878049274,4,,1,1,6.0,4.0,2,
1,1,4,,37,,1,1,6.0,20.0,2,4.0
9,2,2,,42,1.0,1,1,3.0,20.0,2,2.0
6,1,2,-1583.706610099929,13,1.0,1,1,6.0,,1,4.0
9,2,4,20392.347734731426,36,1.0,5,2,6.0,14.0,2,4.0
1,1,3,-4841.631518433329,13,,1,1,6.0,4.0,2,4.0
1,1,3,167618.0869639608,48,5.0,1,1,4.0,20.0,2,4.0
1,2,4,77306.58083018387,17,,1,1,,4.0,2,2.0
1,1,4,,26,,1,1,,18.0,2,4.0
2,1,3,,48,1.0,1,1,1.0,1.0,2,4.0
9,2,2,,53,1.0,1,1,6.0,21.0,2,4.0
4,1,4,-8500.0,39,1.0,1,2,1.0,18.0,2,4.0
2,2,4,96824.40239615535,26,1.0,1,1,6.0,,2,4.0
9,1,4,24707.532607747104,4,,3,1,6.0,21.0,2,4.0
9,2,2,109805.15844500592,41,,1,1,,14.0,2,4.0
9,2,1,,12,1.0,1,1,6.0,20.0,2,4.0
1,2,4,51105.74583982304,21,1.0,1,1,1.0,15.0,2,
1,1,3,33510.18151586753,55,,1,1,6.0,4.0,2,4.0
1,2,2,-8500.0,8,,1,1,3.0,22.0,2,4.0
4,1,3,,39,,1,1,4.0,19.0,2,4.0
1,2,4,-8500.0,53,1.0,1,1,1.0,19.0,2,4.0
9,2,4,42631.835885518536,1,1.0,1,1,,16.0,2,4.0
9,2,3,-8500.0,6,,1,1,5.0,4.0,2,4.0
1,1,3,64703.434778319126,5,,1,1,6.0,18.0,2,4.0
8,2,3,21001.345569197994,6,1.0,1,1,1.0,14.0,2,4.0
1,1,2,56874.56691136801,13,1.0,1,1,,20.0,2,4.0
1,1,4,,56,,1,1,3.0,4.0,2,1.0
4,1,2,87234.13392960513,25,,5,1,4.0,17.0,2,1.0
1,2,3,41390.167623430934,56,3.0,1,1,,21.0,2,4.0
1,1,2,,48,1.0,1,1,3.0,22.0,2,4.0
1,1,2,,23,1.0,1,1,1.0,18.0,2,4.0
1,2,4,63171.91841761043,53,1.0,3,2,1.0,20.0,2,4.0
1,1,3,26509.868964437115,55,1.0,1,1,6.0,17.0,2,2.0
1,2,4,,6,4.0,1,1,6.0,19.0,2,4.0
1,2,4,50476.561171684734,36,2.0,1,1,1.0,16.0,2,4.0
9,1,4,25843.70004062955,4,1.0,1,1,,17.0,2,4.0
1,2,3,20682.54853845964,12,1.0,5,2,1.0,4.0,2,4.0
1,2,4,-8500.0,53,,1,1,,4.0,2,4.0
9,2,4,49103.57129579646,48,,1,1,4.0,21.0,2,4.0
1,2,3,59526.47964576572,36,,1,1,1.0,21.0,2,4.0
1,1,4,,48,1.0,1,1,6.0,19.0,2,
1,1,4,9636.365363964127,6,,1,1,,20.0,2,
2,2,3,92780.43104260569,36,,1,1,,16.0,2,4.0
1,2,2,-8500.0,40,,1,1,6.0,1.0,2,1.0
1,2,4,48787.14485436671,13,,1,1,6.0,20.0,2,4.0
1,1,3,59650.139097838924,25,1.0,1,1,1.0,18.0,2,
1,2,4,101301.97880764218,5,8.0,1,1,6.0,21.0,2,4.0
1,2,2,57297.21361417157,17,1.0,1,1,6.0,16.0,2,
1,1,4,14053.040167393498,8,,1,1,6.0,19.0,2,
1,2,3,71816.60295967778,53,,1,1,1.0,7.0,2,4.0
1,1,4,,26,,1,1,,20.0,1,
1,2,4,58730.2395031724,37,1.0,1,1,,1.0,2,4.0
1,1,4,41615.076361156585,53,6.0,1,1,6.0,21.0,2,4.0
9,1,4,43684.4144193823,36,3.0,1,1,1.0,20.0,2,4.0
2,2,4,25805.597159634275,25,,1,1,6.0,,2,4.0
4,1,1,-8500.0,26,,1,1,1.0,19.0,2,4.0
1,2,4,26735.068474967935,12,,1,1,,1.0,2,
1,2,3,,51,1.0,1,1,1.0,21.0,2,4.0
1,1,2,45552.20139211981,47,6.0,1,1,,4.0,2,4.0
9,2,4,96964.93114863362,56,,1,1,6.0,12.0,2,4.0
1,1,4,,39,,1,1,6.0,20.0,2,4.0
1,1,3,56548.78438765523,12,,1,1,,21.0,2,4.0
1,1,3,,48,1.0,1,1,6.0,16.0,1,4.0
1,1,1,69002.13671952301,39,,1,1,5.0,4.0,2,2.0
2,2,3,-8500.0,48,,1,1,6.0,21.0,2,4.0
1,1,3,,49,,1,1,6.0,18.0,2,4.0
1,2,4,23273.86532911587,13,,1,1,6.0,19.0,2,4.0
1,2,2,84069.0202581865,26,,1,1,,16.0,2,4.0
1,1,3,35874.86355156821,8,1.0,1,1,,20.0,2,4.0
1,2,4,71533.26786975186,9,2.0,1,1,,18.0,2,4.0
1,1,3,57804.53910642455,6,1.0,1,1,6.0,19.0,2,4.0
1,2,3,33157.67540117362,6,,1,1,6.0,22.0,2,
1,1,4,71133.50942655583,36,1.0,1,1,6.0,19.0,2,4.0
1,2,2,53342.77367214253,45,1.0,1,1,6.0,19.0,2,4.0
1,2,3,133314.58777113378,37,,1,1,6.0,2.0,2,
1,2,3,,55,6.0,1,1,1.0,20.0,2,4.0
1,2,2,-3336.667042951485,21,,1,1,1.0,19.0,2,4.0
1,2,2,93765.37566515643,21,,1,1,,13.0,2,4.0
1,1,2,,8,1.0,1,1,1.0,16.0,2,4.0
1,1,3,,24,1.0,1,1,,16.0,2,4.0
1,1,1,57087.89700751534,13,,1,1,1.0,20.0,2,4.0
9,2,4,-8500.0,53,1.0,1,1,1.0,18.0,2,
2,1,2,38564.92573660139,17,,1,1,6.0,4.0,2,4.0
9,2,3,34042.18865092956,25,2.0,1,1,1.0,16.0,2,
1,2,9,97372.7199636627,30,3.0,1,1,1.0,19.0,1,4.0
1,1,3,,37,2.0,1,1,1.0,20.0,2,4.0
9,2,2,46098.44259978804,8,1.0,1,1,1.0,19.0,2,4.0
1,2,3,81457.91633920731,29,,1,1,6.0,15.0,2,4.0
1,2,1,109627.8424542259,54,1.0,1,1,6.0,22.0,2,4.0
1,1,3,-8500.0,53,,1,1,6.0,18.0,2,4.0
1,1,2,78543.33238086008,48,,1,1,,18.0,2,4.0
1,2,3,117270.9735001828,17,3.0,3,2,1.0,1.0,2,4.0
2,2,3,-8500.0,4,,1,2,4.0,21.0,2,4.0
1,2,3,-8500.0,12,,1,1,6.0,19.0,2,4.0
1,1,3,131579.95623666098,6,,1,1,1.0,21.0,2,4.0
1,2,9,-8500.0,51,,1,1,1.0,10.0,2,4.0
6,2,4,-3985.1452591064008,42,,1,1,4.0,19.0,2,
1,1,4,-1388.0877373980475,20,,1,1,,19.0,2,4.0
1,1,1,173383.7464416297,27,2.0,1,1,,16.0,2,4.0
1,2,2,,45,,1,1,,22.0,2,4.0
1,2,2,38114.490828949114,24,,1,1,6.0,23.0,2,
1,2,4,77807.74678632928,6,1.0,4,2,,19.0,2,4.0
1,1,2,50577.821866262115,19,,1,1,,7.0,1,1.0
1,1,9,101472.25145775697,53,,1,1,6.0,18.0,1,4.0
9,1,4,156265.96928778305,39,1.0,3,1,6.0,3.0,2,4.0
1,2,4,48012.390862573724,42,1.0,1,1,1.0,17.0,2,
1,2,3,-8500.0,26,2.0,1,1,,21.0,2,4.0
1,2,3,135478.95286438288,12,1.0,1,2,1.0,19.0,2,4.0
1,2,3,,34,,1,1,6.0,19.0,2,4.0
1,2,2,82186.57716412793,25,,1,2,,,2,
1,2,3,-8500.0,29,1.0,1,1,,2.0,2,4.0
1,1,4,-8500.0,36,,1,1,6.0,16.0,2,4.0
1,1,3,25006.2142708407,6,1.0,1,1,6.0,20.0,2,4.0
1,1,2,-8500.0,2,,1,1,,16.0,2,4.0
1,2,4,102970.64209241589,47,,1,1,6.0,19.0,2,4.0
3,1,3,103601.05907637635,12,1.0,1,1,,21.0,2,4.0
9,1,3,115168.39574579679,55,1.0,1,1,1.0,22.0,2,4.0
1,1,4,27390.346582744056,39,1.0,1,1,6.0,19.0,2,4.0
1,1,3,4915.1274670606,17,1.0,1,1,6.0,16.0,2,4.0
1,1,2,-8500.0,56,,1,1,5.0,,2,4.0
1,2,4,,13,1.0,1,1,,2.0,2,4.0
1,2,2,,53,1.0,1,1,6.0,22.0,2,4.0
1,1,3,117326.36375438177,13,,1,1,1.0,18.0,2,
9,1,3,16942.638751351693,53,,1,1,,14.0,2,4.0
1,1,3,,19,5.0,1,1,,19.0,1,4.0
1,2,3,49974.656731917144,6,1.0,1,1,,20.0,2,4.0
1,2,2,52785.1784121152,53,,1,1,,,2,4.0
1,1,3,-8500.0,55,1.0,1,1,,22.0,2,4.0
2,2,3,-8500.0,12,,1,1,6.0,20.0,2,
1,2,4,-8500.0,53,1.0,1,1,1.0,15.0,2,2.0
4,1,3,-8500.0,12,1.0,1,1,6.0,14.0,2,4.0
1,1,4,18380.372510754314,37,,1,1,6.0,16.0,2,4.0
9,2,2,86738.05753405043,40,1.0,1,1,1.0,16.0,2,4.0
1,1,2,54792.65350504617,29,,1,1,1.0,10.0,2,4.0
1,1,2,77972.66219172112,24,,1,1,,4.0,2,4.0
1,2,3,52655.30618851121,51,,1,1,,22.0,2,2.0
9,2,4,,47,1.0,3,1,1.0,19.0,2,4.0
1,1,4,12721.567525346418,39,5.0,1,1,6.0,20.0,2,4.0
1,1,4,48471.65562839713,13,,1,1,6.0,20.0,2,4.0
1,2,1,,36,1.0,1,1,6.0,4.0,2,
1,2,4,48329.24710032521,22,5.0,1,1,6.0,14.0,2,4.0
9,2,3,-8500.0,39,,1,1,,21.0,2,4.0
1,2,9,45210.8683778039,17,1.0,1,1,,16.0,2,4.0
1,2,4,72685.43723958469,20,,1,1,,13.0,2,4.0
1,2,2,47290.38214471291,32,,1,1,6.0,19.0,1,4.0
1,2,4,78699.14936940662,55,1.0,1,1,,4.0,2,4.0
1,1,4,77861.7520372871,51,,1,1,6.0,3.0,2,
1,1,4,39459.99687967654,6,,1,1,6.0,13.0,2,4.0
4,1,3,22730.489783922472,48,,1,1,5.0,11.0,2,
1,2,4,107251.19140921698,39,,1,1,,1.0,2,4.0
1,1,3,80262.28129146945,13,,1,1,6.0,16.0,2,4.0
1,2,4,111279.46387955072,55,1.0,1,1,1.0,16.0,2,
6,1,4,67752.21213931867,6,,1,1,6.0,19.0,2,4.0
1,1,3,47177.863609835935,28,1.0,1,1,5.0,20.0,2,4.0
1,1,4,126762.85195992814,29,,1,1,6.0,18.0,2,4.0
9,1,2,4325.366078076491,48,,4,1,3.0,19.0,2,4.0
6,2,4,,19,,1,1,1.0,16.0,2,4.0
1,2,4,145197.32222326013,25,,1,1,6.0,7.0,2,1.0
1,1,2,-1007.571260918121,8,,1,1,,1.0,2,
2,2,3,,17,1.0,1,1,,3.0,2,4.0
2,2,2,,41,,1,1,,21.0,2,
1,2,2,35521.87387068055,27,1.0,1,1,,19.0,2,
9,1,4,81650.82863240727,42,1.0,1,1,,20.0,2,1.0
1,1,3,-8500.0,13,1.0,1,1,6.0,9.0,2,2.0
1,1,3,109685.58341026866,12,,1,1,6.0,23.0,2,4.0
1,2,3,,47,1.0,1,1,6.0,18.0,2,4.0
1,1,3,108850.35268369029,6,,1,1,6.0,19.0,2,4.0
1,2,3,-8500.0,12,1.0,1,1,,22.0,2,4.0
1,1,3,120977.92392380597,39,,1,1,5.0,19.0,2,4.0
1,2,3,45616.51796360957,31,,1,1,1.0,23.0,2,4.0
9,2,4,19855.394428710963,19,,1,1,6.0,24.0,2,4.0
1,1,4,34215.98134917985,39,4.0,1,1,1.0,1.0,2,4.0
2,2,4,,12,1.0,1,1,6.0,1.0,2,4.0
1,1,3,160330.93632196283,48,1.0,1,1,,7.0,2,
1,2,1,,56,,1,1,3.0,20.0,2,4.0
1,2,4,10685.724852636318,51,1.0,1,1,,1.0,2,4.0
1,1,4,,34,1.0,1,1,5.0,19.0,1,4.0
1,1,3,61271.53381120839,55,1.0,1,1,1.0,21.0,2,4.0
1,2,3,-8500.0,12,1.0,1,1,1.0,16.0,2,2.0
1,1,4,123732.6332948264,24,,1,1,6.0,20.0,2,4.0
1,1,1,-8500.0,26,,1,1,1.0,1.0,2,
1,2,4,-8500.0,41,1.0,5,2,,16.0,2,4.0
4,1,4,,6,1.0,1,1,1.0,19.0,2,4.0
1,1,4,60946.84500695207,53,,1,1,,18.0,2,4.0
1,1,4,,48,,1,1,6.0,1.0,2,4.0
1,2,3,93188.40761502477,27,,1,1,1.0,20.0,2,4.0
1,2,3,93057.16721836283,8,,1,1,1.0,16.0,1,4.0
1,2,1,160267.35783034374,16,7.0,1,1,6.0,22.0,2,4.0
8,1,4,58927.4724493526,26,1.0,4,1,,4.0,2,4.0
1,2,4,89818.48190489013,47,1.0,1,1,,21.0,2,4.0
1,2,9,,39,1.0,1,1,1.0,22.0,2,4.0
1,1,3,-8500.0,25,,1,1,,3.0,2,2.0
2,2,4,-8500.0,4,,1,1,3.0,21.0,2,1.0
1,2,9,89646.82879974348,48,,1,1,4.0,24.0,2,4.0
1,2,4,55833.435576871045,19,1.0,1,1,1.0,20.0,2,4.0
4,2,4,86718.22929094435,48,,1,1,6.0,17.0,2,4.0
1,2,3,,48,1.0,1,1,,17.0,2,4.0
1,2,4,18130.175705358735,42,,1,1,6.0,22.0,2,
1,1,3,-8500.0,6,1.0,1,1,5.0,1.0,2,
9,1,4,-8500.0,25,,1,1,6.0,17.0,2,4.0
1,2,4,89702.08051732578,42,1.0,1,1,1.0,21.0,2,4.0
1,1,4,-8500.0,4,1.0,1,1,5.0,21.0,1,4.0
1,1,1,-8500.0,47,1.0,1,1,,22.0,2,4.0
1,1,4,27214.63821803283,53,,1,1,6.0,22.0,2,
1,1,4,22948.75888407988,17,,1,1,6.0,19.0,2,4.0
1,1,3,,17,1.0,1,1,6.0,20.0,2,4.0
1,1,3,82048.81145169937,45,,1,1,1.0,21.0,2,4.0
1,1,4,22672.74655169916,42,2.0,4,1,,16.0,2,4.0
1,2,3,11311.749826846695,6,,4,1,6.0,4.0,2,4.0
1,1,3,133236.48889137377,13,1.0,1,1,1.0,1.0,2,4.0
1,1,4,101142.51679781137,53,1.0,1,1,6.0,23.0,2,4.0
6,2,3,,36,1.0,1,1,1.0,18.0,2,4.0
1,2,2,53551.77042893479,17,8.0,1,1,,16.0,2,4.0
1,2,1,,12,1.0,1,1,1.0,21.0,2,4.0
1,2,2,31461.047757949094,37,,1,1,1.0,22.0,2,
1,1,2,50326.198898961906,53,,1,1,6.0,22.0,2,4.0
1,1,4,22540.467915338544,56,1.0,1,1,1.0,16.0,2,4.0
1,1,4,-8500.0,36,,1,1,3.0,17.0,2,2.0
9,1,2,,18,1.0,1,1,6.0,17.0,2,4.0
1,1,4,14889.384210765329,51,,1,1,6.0,18.0,2,4.0
1,2,1,24167.95163424576,18,,1,1,1.0,20.0,2,4.0
1,2,3,,21,1.0,1,1,1.0,19.0,2,4.0
1,1,2,42003.717204146335,27,,1,1,,1.0,2,4.0
1,2,4,44314.28356840284,51,6.0,3,1,1.0,16.0,2,4.0
9,2,4,-8500.0,26,1.0,1,1,6.0,22.0,2,4.0
1,1,4,-8500.0,21,,1,1,6.0,6.0,2,2.0
1,1,2,-8500.0,29,,1,1,5.0,22.0,2,
1,1,2,57638.04670428213,34,1.0,1,1,1.0,1.0,2,4.0
1,2,1,-8500.0,50,,1,1,6.0,1.0,2,1.0
1,1,4,-6025.412259414399,39,1.0,1,1,1.0,21.0,2,4.0
8,2,3,,37,1.0,4,1,6.0,16.0,2,4.0
1,1,2,65900.45140152711,72,,1,1,5.0,21.0,2,4.0
